customer_name,customer_contact_name,customer_country,employee_name,employee_title,shipper_name,ship_name,order_date,delivery_date,freight_value,order_value,billable_value
Customer LCOUJ,"Navarro, Tomás",United States,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 71-C,2023-04-17,2023-05-15,227.22,2393.5,2620.72
Customer LCOUJ,"Navarro, Tomás",United States,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 71-B,2022-11-27,2022-12-25,8.19,3082,3090.19
Customer LCOUJ,"Navarro, Tomás",United States,"Suurs, Paul",Sales Representative,Shipper ZHISN,Ship to 71-A,2022-04-18,2022-05-16,367.63,4707.54,5075.17
Customer LCOUJ,"Navarro, Tomás",United States,"Suurs, Paul",Sales Representative,Shipper ZHISN,Ship to 71-B,2022-06-02,2022-06-30,252.49,2944.4,3196.89
Customer LCYBZ,"Didcock, Cliff",United States,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 77-B,2021-09-20,2021-10-18,17.52,336,353.52
Customer LCYBZ,"Didcock, Cliff",United States,"Davis, Sara",CEO,Shipper ZHISN,Ship to 77-C,2023-04-01,2023-04-29,4.27,69.6,73.87
Customer LCYBZ,"Didcock, Cliff",United States,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 77-A,2022-12-30,2023-01-27,237.34,2775,3012.34
Customer LCYBZ,"Didcock, Cliff",United States,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 77-C,2022-10-17,2022-11-28,2.96,180.4,183.36
Customer LHANT,"Voss, Florian",Italy,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 66-C,2022-02-12,2022-03-12,13.95,517.44,531.39
Customer LHANT,"Voss, Florian",Italy,"Davis, Sara",CEO,Shipper ETYNR,Ship to 66-B,2022-09-03,2022-10-01,4.41,154.4,158.81
Customer LHANT,"Voss, Florian",Italy,"Davis, Sara",CEO,Shipper GVSUA,Ship to 66-B,2022-06-09,2022-07-07,22.95,488.7,511.65
Customer LHANT,"Voss, Florian",Italy,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 66-B,2022-07-02,2022-07-30,0.48,23.8,24.28
Customer LHANT,"Voss, Florian",Italy,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Ship to 66-C,2023-03-11,2023-04-08,17.95,560,577.95
Customer LHANT,"Voss, Florian",Italy,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 66-A,2023-04-09,2023-05-07,28.71,645,673.71
Customer LHANT,"Voss, Florian",Italy,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 66-A,2022-11-03,2022-12-01,89.9,1624.5,1714.4
Customer LHANT,"Voss, Florian",Italy,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 66-C,2022-01-28,2022-02-25,11.09,192,203.09
Customer LHANT,"Voss, Florian",Italy,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 66-B,2023-01-02,2023-01-30,59.78,1692.8,1752.58
Customer LHANT,"Voss, Florian",Italy,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 66-B,2023-02-26,2023-03-26,32.96,663.1,696.06
Customer LHANT,"Voss, Florian",Italy,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 66-B,2023-04-30,2023-05-28,29.93,406.4,436.33
Customer LHANT,"Voss, Florian",Italy,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 66-C,2021-08-23,2021-09-20,7.45,80.1,87.55
Customer LJUCA,"Orton, Jon",United Kingdom,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination AXVHD,2021-10-01,2021-10-29,4.73,240.4,245.13
Customer LJUCA,"Orton, Jon",United Kingdom,"Davis, Sara",CEO,Shipper ZHISN,Destination AXVHD,2022-03-13,2022-03-27,16.37,230.4,246.77
Customer LJUCA,"Orton, Jon",United Kingdom,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Destination QVTLW,2023-01-13,2023-02-10,154.72,1764,1918.72
Customer LJUCA,"Orton, Jon",United Kingdom,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination AXVHD,2022-12-26,2023-01-23,2.33,446.6,448.93
Customer LJUCA,"Orton, Jon",United Kingdom,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination LMVGS,2021-10-03,2021-10-31,3.43,144,147.43
Customer LJUCA,"Orton, Jon",United Kingdom,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination AXVHD,2021-09-26,2021-10-24,41.76,516.8,558.56
Customer LJUCA,"Orton, Jon",United Kingdom,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination LMVGS,2022-08-05,2022-09-02,23.73,758.5,782.23
Customer LJUCA,"Orton, Jon",United Kingdom,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination QVTLW,2022-09-18,2022-10-16,0.9,45,45.9
Customer LJUCA,"Orton, Jon",United Kingdom,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination QVTLW,2022-11-20,2022-12-18,61.53,1080,1141.53
Customer LJUCA,"Orton, Jon",United Kingdom,"Suurs, Paul",Sales Representative,Shipper ZHISN,Destination QVTLW,2023-03-06,2023-04-03,54.15,920.6,974.75
Customer LOLJO,"Wang, Tony",Austria,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 59-A,2023-01-21,2023-02-18,25.22,735,760.22
Customer LOLJO,"Wang, Tony",Austria,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 59-A,2023-04-27,2023-05-25,53.05,3055,3108.05
Customer LOLJO,"Wang, Tony",Austria,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 59-B,2022-09-30,2022-10-28,96.5,1404.45,1500.95
Customer LOLJO,"Wang, Tony",Austria,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 59-A,2021-12-24,2022-01-21,122.46,1440,1562.46
Customer LOLJO,"Wang, Tony",Austria,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 59-B,2021-11-13,2021-12-11,360.63,8593.28,8953.91
Customer LOLJO,"Wang, Tony",Austria,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 59-B,2022-07-11,2022-08-08,35.12,718.08,753.2
Customer LOLJO,"Wang, Tony",Austria,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 59-C,2022-05-08,2022-06-05,339.22,4180,4519.22
Customer LOLJO,"Wang, Tony",Austria,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 59-C,2022-01-27,2022-02-24,31.29,651,682.29
Customer LOLJO,"Wang, Tony",Austria,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 59-C,2022-03-28,2022-04-25,5.29,439.2,444.49
Customer LOLJO,"Wang, Tony",Austria,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 59-B,2022-11-19,2022-12-17,117.33,1912.85,2030.18
Customer LVJSO,"Smith, Denise",United States,"Cameron, Maria",Sales Representative,Shipper GVSUA,Destination HOHCR,2022-09-08,2022-10-06,111.29,1701,1812.29
Customer LVJSO,"Smith, Denise",United States,"Davis, Sara",CEO,Shipper ZHISN,Destination AWPJG,2021-12-25,2022-01-22,30.34,442,472.34
Customer LVJSO,"Smith, Denise",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination HOHCR,2021-12-06,2022-01-03,20.12,338,358.12
Customer LVJSO,"Smith, Denise",United States,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination AWPJG,2022-01-15,2022-02-12,0.2,102.4,102.6
Customer LVJSO,"Smith, Denise",United States,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination HOHCR,2022-07-16,2022-08-13,45.13,479.8,524.93
Customer LWGMD,"Gaffney, Lawrie",Argentina,"Davis, Sara",CEO,Shipper ETYNR,Ship to 64-C,2023-02-27,2023-03-27,63.77,686.7,750.47
Customer LWGMD,"Gaffney, Lawrie",Argentina,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 64-B,2023-01-13,2023-01-27,90.85,932,1022.85
Customer LWGMD,"Gaffney, Lawrie",Argentina,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 64-A,2022-02-17,2022-03-17,38.82,443.4,482.22
Customer LWGMD,"Gaffney, Lawrie",Argentina,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 64-B,2022-10-24,2022-11-21,22.57,706,728.57
Customer LWGMD,"Gaffney, Lawrie",Argentina,"Suurs, Paul",Sales Representative,Shipper ZHISN,Ship to 64-B,2023-04-13,2023-05-11,3.17,76,79.17
Customer MDLWA,"Kolesnikova, Katerina",Spain,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination VPNNG,2021-11-28,2022-01-09,10.14,136,146.14
Customer MDLWA,"Kolesnikova, Katerina",Spain,"Cameron, Maria",Sales Representative,Shipper ZHISN,Destination VPNNG,2023-02-13,2023-03-13,1.25,70,71.25
Customer MDLWA,"Kolesnikova, Katerina",Spain,"Davis, Sara",CEO,Shipper GVSUA,Destination WOFLH,2023-03-05,2023-04-02,1.36,137.5,138.86
Customer MDLWA,"Kolesnikova, Katerina",Spain,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination VPNNG,2022-06-13,2022-07-11,6.54,155,161.54
Customer MDLWA,"Kolesnikova, Katerina",Spain,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination WOFLH,2022-01-27,2022-02-24,18.69,338.2,356.89
Customer MLTDN,"Hassall, Mark",Mexico,"King, Russell",Sales Representative,Shipper ZHISN,Destination QMVCI,2021-09-18,2021-10-16,1.61,88.8,90.41
Customer MLTDN,"Hassall, Mark",Mexico,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination QOTQA,2022-08-08,2022-09-05,43.9,479.75,523.65
Customer MLTDN,"Hassall, Mark",Mexico,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination QOTQA,2022-11-28,2022-12-26,11.99,320,331.99
Customer MLTDN,"Hassall, Mark",Mexico,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination RAIGI,2023-03-04,2023-04-01,39.92,514.4,554.32
Customer NLTYP,"Ma, Andrew",United States,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 78-A,2022-12-12,2023-01-09,20.25,228,248.25
Customer NLTYP,"Ma, Andrew",United States,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 78-B,2023-04-06,2023-05-04,14.91,326,340.91
Customer NLTYP,"Ma, Andrew",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 78-C,2022-08-07,2022-09-04,94.8,1393.24,1488.04
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 84-B,2021-10-21,2021-11-18,8.56,144.8,153.36
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 84-C,2022-02-19,2022-03-19,7.23,425.12,432.35
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Davis, Sara",CEO,Shipper GVSUA,Ship to 84-C,2023-01-23,2023-03-06,49.19,629,678.19
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Davis, Sara",CEO,Shipper ZHISN,Ship to 84-C,2022-05-23,2022-06-20,194.72,2812,3006.72
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 84-C,2022-03-18,2022-04-01,4.81,471.2,476.01
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 84-C,2022-12-31,2023-01-28,22.11,439.6,461.71
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 84-A,2021-07-08,2021-08-05,41.34,654.06,695.4
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 84-B,2023-01-05,2023-02-02,130.94,1788.45,1919.39
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 84-B,2022-02-27,2022-03-27,25.09,1659.2,1684.29
Customer NRCSK,"Tuntisangaroon, Sittichai",France,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 84-C,2023-01-21,2023-02-18,9.26,159,168.26
Customer NRZBB,"Allen, Michael",Germany,"Davis, Sara",CEO,Shipper GVSUA,Destination LOUIE,2023-03-16,2023-04-27,40.42,471.2,511.62
Customer NRZBB,"Allen, Michael",Germany,"Davis, Sara",CEO,Shipper ZHISN,Destination LOUIE,2023-01-15,2023-02-12,69.53,845.8,915.33
Customer NRZBB,"Allen, Michael",Germany,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination LOUIE,2023-04-09,2023-05-07,1.21,933.5,934.71
Customer NRZBB,"Allen, Michael",Germany,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination RSVRP,2022-10-03,2022-10-31,61.02,878,939.02
Customer NRZBB,"Allen, Michael",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination ZELZJ,2022-10-13,2022-11-24,23.94,330,353.94
Customer NRZBB,"Allen, Michael",Germany,"Suurs, Paul",Sales Representative,Shipper GVSUA,Destination LOUIE,2022-08-25,2022-09-22,29.46,814.5,843.96
Customer NYUHS,"Moore, Michael",United States,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 65-A,2023-01-26,2023-02-09,174.05,2984,3158.05
Customer NYUHS,"Moore, Michael",United States,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 65-B,2021-07-22,2021-08-19,48.29,584,632.29
Customer NYUHS,"Moore, Michael",United States,"Davis, Sara",CEO,Shipper ETYNR,Ship to 65-A,2021-09-25,2021-10-23,74.16,2094.3,2168.46
Customer NYUHS,"Moore, Michael",United States,"Davis, Sara",CEO,Shipper ETYNR,Ship to 65-A,2023-05-06,2023-06-03,8.53,1255.7205,1264.2505
Customer NYUHS,"Moore, Michael",United States,"Davis, Sara",CEO,Shipper GVSUA,Ship to 65-A,2022-01-01,2022-01-29,12.51,3868.6,3881.11
Customer NYUHS,"Moore, Michael",United States,"Davis, Sara",CEO,Shipper ZHISN,Ship to 65-B,2021-09-27,2021-10-25,150.15,2835,2985.15
Customer NYUHS,"Moore, Michael",United States,"Davis, Sara",CEO,Shipper ZHISN,Ship to 65-C,2022-07-14,2022-08-11,44.42,2388.5,2432.92
Customer NYUHS,"Moore, Michael",United States,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Ship to 65-C,2023-02-16,2023-03-16,280.61,11380,11660.61
Customer NYUHS,"Moore, Michael",United States,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 65-A,2023-04-06,2023-05-04,55.12,903.75,958.87
Customer NYUHS,"Moore, Michael",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 65-A,2023-03-31,2023-04-28,61.14,3574.8,3635.94
Customer NYUHS,"Moore, Michael",United States,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 65-B,2023-01-07,2023-02-04,37.52,1140,1177.52
Customer NYUHS,"Moore, Michael",United States,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 65-A,2021-11-05,2021-12-17,142.08,1618.88,1760.96
Customer NYUHS,"Moore, Michael",United States,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 65-C,2022-03-19,2022-04-16,708.95,10495.6,11204.55
Customer NYUHS,"Moore, Michael",United States,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 65-B,2022-12-02,2022-12-30,18.66,507,525.66
Customer NYUHS,"Moore, Michael",United States,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 65-B,2022-06-16,2022-07-14,58.98,890,948.98
Customer NYUHS,"Moore, Michael",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 65-A,2021-08-30,2021-09-27,147.26,1887.6,2034.86
Customer NYUHS,"Moore, Michael",United States,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 65-B,2022-06-10,2022-07-08,13.75,1234.05,1247.8
Customer NYUHS,"Moore, Michael",United States,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 65-A,2021-08-02,2021-08-30,98.03,1456,1554.03
Customer OXFRU,"Louverdis, George",Germany,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 44-A,2021-08-13,2021-09-10,25.83,351,376.83
Customer OXFRU,"Louverdis, George",Germany,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 44-A,2022-05-12,2022-06-09,27.94,465.7,493.64
Customer OXFRU,"Louverdis, George",Germany,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 44-C,2023-01-30,2023-03-13,53.23,581,634.23
Customer OXFRU,"Louverdis, George",Germany,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 44-C,2022-06-03,2022-06-17,96.72,1152.5,1249.22
Customer OXFRU,"Louverdis, George",Germany,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 44-A,2023-05-05,2023-06-02,136,1629.975,1765.975
Customer OXFRU,"Louverdis, George",Germany,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 44-A,2023-02-17,2023-03-17,20.37,368.9325,389.3025
Customer OXFRU,"Louverdis, George",Germany,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 44-C,2022-07-09,2022-08-06,174.2,1994.4,2168.6
Customer OXFRU,"Louverdis, George",Germany,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 44-A,2022-04-04,2022-05-02,36.21,1380.6,1416.81
Customer OXFRU,"Louverdis, George",Germany,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 44-B,2022-05-14,2022-06-11,58.88,1645,1703.88
Customer OXFRU,"Louverdis, George",Germany,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 44-B,2022-12-10,2023-01-07,91.28,3603.22,3694.5
Customer OXFRU,"Louverdis, George",Germany,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 44-B,2022-07-08,2022-08-05,32.1,516.4675,548.5675
Customer OXFRU,"Louverdis, George",Germany,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 44-C,2023-03-09,2023-04-06,32.01,500,532.01
Customer OXFRU,"Louverdis, George",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 44-A,2021-08-19,2021-09-16,76.56,1170.375,1246.935
Customer OXFRU,"Louverdis, George",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 44-A,2021-10-31,2021-11-28,110.37,1584,1694.37
Customer OXFRU,"Louverdis, George",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 44-A,2022-04-30,2022-05-28,45.33,2318.24,2363.57
Customer PSNMQ,"Ray, Mike",Argentina,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination QTHBC,2022-04-29,2022-05-27,17.22,225.5,242.72
Customer PSNMQ,"Ray, Mike",Argentina,"Cameron, Maria",Sales Representative,Shipper GVSUA,Destination QTHBC,2023-04-28,2023-05-26,0.33,305,305.33
Customer PSNMQ,"Ray, Mike",Argentina,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Destination CJDJB,2022-12-17,2023-01-14,1.1,12.5,13.6
Customer PSNMQ,"Ray, Mike",Argentina,"Funk, Don","Vice President, Sales",Shipper ZHISN,Destination QTHBC,2023-01-07,2023-02-04,19.76,477,496.76
Customer PSNMQ,"Ray, Mike",Argentina,"King, Russell",Sales Representative,Shipper ZHISN,Destination QTHBC,2023-03-10,2023-03-24,31.51,644.8,676.31
Customer PSNMQ,"Ray, Mike",Argentina,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination IGLOB,2023-02-11,2023-03-11,2.84,150,152.84
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 47-B,2023-01-02,2023-01-30,31.22,852,883.22
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 47-A,2022-11-04,2022-12-16,141.06,1850,1991.06
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Davis, Sara",CEO,Shipper ETYNR,Ship to 47-C,2023-04-21,2023-05-19,65,3090,3155
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Davis, Sara",CEO,Shipper GVSUA,Ship to 47-B,2022-01-06,2022-02-03,34.82,400,434.82
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 47-B,2023-03-02,2023-03-30,19.8,1122.8,1142.6
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 47-A,2023-04-10,2023-05-08,23.6,243.18,266.78
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 47-B,2022-08-20,2022-09-17,158.44,2720.05,2878.49
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 47-B,2022-10-08,2022-11-05,45.52,805.425,850.945
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 47-A,2023-01-19,2023-02-16,59.28,1938.375,1997.655
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 47-B,2023-03-17,2023-04-28,27.91,1659.535,1687.445
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 47-A,2023-01-19,2023-03-02,2.71,211.2,213.91
Customer PSQUZ,"Lupu, Cornel",Venezuela,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 47-B,2022-03-25,2022-04-08,64.45,1584,1648.45
Customer PVDZC,"Taylor, Maurice",Canada,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 51-A,2022-10-30,2022-12-11,57.75,638.5,696.25
Customer PVDZC,"Taylor, Maurice",Canada,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 51-C,2022-06-11,2022-07-09,7.15,639.9,647.05
Customer PVDZC,"Taylor, Maurice",Canada,"Davis, Sara",CEO,Shipper ETYNR,Ship to 51-B,2021-12-09,2022-01-06,20.39,399,419.39
Customer PVDZC,"Taylor, Maurice",Canada,"Davis, Sara",CEO,Shipper ETYNR,Ship to 51-B,2022-07-21,2022-08-18,379.13,4109.7,4488.83
Customer PVDZC,"Taylor, Maurice",Canada,"Davis, Sara",CEO,Shipper GVSUA,Ship to 51-C,2022-08-01,2022-09-12,154.68,2697.5,2852.18
Customer PVDZC,"Taylor, Maurice",Canada,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 51-C,2021-10-28,2021-11-25,15.66,3354,3369.66
Customer PVDZC,"Taylor, Maurice",Canada,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 51-C,2022-01-23,2022-02-20,370.61,9194.56,9565.17
Customer PVDZC,"Taylor, Maurice",Canada,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 51-B,2021-10-17,2021-11-28,52.84,1786.88,1839.72
Customer PVDZC,"Taylor, Maurice",Canada,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 51-B,2022-04-14,2022-05-12,7.13,147.9,155.03
Customer PVDZC,"Taylor, Maurice",Canada,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 51-B,2022-08-04,2022-09-01,91.05,1260,1351.05
Customer PVDZC,"Taylor, Maurice",Canada,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 51-C,2022-06-17,2022-07-15,188.99,2465.25,2654.24
Customer PVDZC,"Taylor, Maurice",Canada,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 51-B,2022-07-07,2022-08-04,44.77,1101,1145.77
Customer PVDZC,"Taylor, Maurice",Canada,"Suurs, Paul",Sales Representative,Shipper ZHISN,Ship to 51-C,2022-02-07,2022-03-07,4.07,1078,1082.07
Customer PZNLA,"Natarajan, Mrina",Germany,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 52-A,2021-08-09,2021-09-06,125.77,1200.8,1326.57
Customer PZNLA,"Natarajan, Mrina",Germany,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 52-A,2022-12-16,2023-01-13,58.13,1335,1393.13
Customer PZNLA,"Natarajan, Mrina",Germany,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 52-B,2022-10-09,2022-11-06,0.58,114,114.58
Customer PZNLA,"Natarajan, Mrina",Germany,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 52-C,2022-06-20,2022-07-04,127.34,2147.4,2274.74
Customer PZNLA,"Natarajan, Mrina",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 52-B,2023-03-12,2023-04-09,10.22,245,255.22
Customer QNIVZ,"Miller, Lisa",Germany,"Davis, Sara",CEO,Shipper ETYNR,Ship to 56-C,2022-04-16,2022-05-14,4.99,240,244.99
Customer QNIVZ,"Miller, Lisa",Germany,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 56-B,2022-01-07,2022-02-04,91.48,1194,1285.48
Customer QNIVZ,"Miller, Lisa",Germany,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 56-B,2023-04-14,2023-05-12,43.3,632.4,675.7
Customer QNIVZ,"Miller, Lisa",Germany,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 56-B,2022-09-26,2022-10-24,145.63,1768,1913.63
Customer QNIVZ,"Miller, Lisa",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 56-A,2021-07-19,2021-08-16,55.09,1504.65,1559.74
Customer QNIVZ,"Miller, Lisa",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 56-C,2022-12-05,2023-01-02,157.55,2310,2467.55
Customer QNIVZ,"Miller, Lisa",Germany,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 56-C,2022-05-30,2022-06-27,120.97,1728.525,1849.495
Customer QNIVZ,"Miller, Lisa",Germany,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 56-C,2022-06-26,2022-07-24,75.89,1013.745,1089.635
Customer QNIVZ,"Miller, Lisa",Germany,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 56-B,2023-01-15,2023-02-12,71.49,906.93,978.42
Customer QNIVZ,"Miller, Lisa",Germany,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 56-B,2023-04-03,2023-05-01,96.35,1197.95,1294.3
Customer QUHWH,"Ilyina, Julia",Spain,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 8-C,2023-03-24,2023-04-07,16.16,224,240.16
Customer QUHWH,"Ilyina, Julia",Spain,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 8-A,2021-10-10,2021-11-07,77.92,982,1059.92
Customer QUHWH,"Ilyina, Julia",Spain,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 8-C,2022-12-29,2023-01-26,97.09,3026.85,3123.94
Customer QVEPD,"Garden, Euan",Brazil,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 67-A,2022-03-20,2022-04-17,64.33,1472,1536.33
Customer QVEPD,"Garden, Euan",Brazil,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 67-A,2021-08-22,2021-09-19,12.76,819,831.76
Customer QVEPD,"Garden, Euan",Brazil,"Davis, Sara",CEO,Shipper GVSUA,Ship to 67-B,2023-02-09,2023-03-09,38.06,1955.125,1993.185
Customer QVEPD,"Garden, Euan",Brazil,"Davis, Sara",CEO,Shipper GVSUA,Ship to 67-C,2023-01-05,2023-02-02,47.38,602.4,649.78
